GeV,Pmm,Pmt,Pms
100.0,4.335673304731294e-06,0.4811141344301976,0.4948452958131606,0.02839234603632262
119.83967935871743,3.0216473596299396e-06,0.42652677450260634,0.44042178995405606,0.13658422977768794
139.67935871743487,2.224368592794377e-06,0.4756794036985115,0.3680451567782316,0.1594679698459962
159.5190380761523,1.7020141869034923e-06,0.5654185612863691,0.42340752225586514,0.013906082210665298
179.35871743486973,1.3465796285580354e-06,0.5822385557107106,0.3060411561060376,0.11405744547183246
199.19839679358716,1.0915658235580012e-06,0.5429238526269514,0.3028441636670832,0.1563442507972195
219.03807615230463,9.027999314008535e-07,0.6645809328128163,0.31261038866188934,0.02473585560312672
238.87775551102206,7.595179303074903e-07,0.6692645960635928,0.2822326082731162,0.050253380968237484
258.71743486973946,6.460189950372754e-07,0.5625273688922581,0.2897714941534755,0.14928412182474585
278.55711422845695,5.579601666965318e-07,0.6934302346579118,0.2872652575426063,0.020882967451298164
298.39679358717433,4.861015507180745e-07,0.6563629670294874,0.3301134438521338,0.014898723390287664
318.2364729458918,4.284948747150576e-07,0.6224516850728484,0.3323129438963128,0.04658715666387744
338.07615230460925,3.800320658789254e-07,0.6366080759796606,0.3334107409433979,0.0313438684648306
357.9158316633267,3.386925390327119e-07,0.6935469891990106,0.30749877261399583,0.00012783647433286914
377.7555110220441,3.0436012449919107e-07,0.6684757200719665,0.22924024829135206,0.10350251978412339
397.59519038076155,2.743552480267666e-07,0.5727401484978145,0.2824967429226778,0.14583077679734593
417.434869739479,2.491369961496291e-07,0.6995861064248294,0.3012585283722449,0.0002113685469323755
437.2745490981964,2.269440833727359e-07,0.6236677744568367,0.2500418621947963,0.1271725881912257
457.11422845691385,2.076787469627814e-07,0.6565247461174697,0.3267304016604225,0.01781826802931523
476.9539078156313,1.9064231956656172e-07,0.603990055876663,0.24758947627429506,0.14925828947725636
496.7935871743487,1.7525211294310458e-07,0.6872100571552031,0.31341152473194284,0.00018742633947428799
516.6332665330661,1.6207030008730202e-07,0.5445729469998281,0.2903428657699895,0.16609398714646598
536.4729458917836,1.501649078718718e-07,0.674653657544569,0.23654282742562233,0.08958877439902034
556.312625250501,1.4026993349682907e-07,0.6570235793694976,0.3294104165482114,0.014401092576364447
576.1523046092185,1.3092918774384177e-07,0.5415027840039096,0.28869001953214224,0.17061510287515383
595.991983967936,1.2128117271282037e-07,0.6382813531430283,0.2207304105126058,0.14176983554702352
615.8316633266534,1.1438815393643981e-07,0.7050210175948357,0.2907721388675756,0.0048225958255200384
635.6713426853707,1.0787620883847088e-07,0.6170676435983353,0.3292989545092132,0.054092013287496785
655.5110220440882,1.0119324854790003e-07,0.5794708048028071,0.28264229489680126,0.1384969682377673
675.3507014028056,9.573591262163e-08,0.6485058194547934,0.264315393022989,0.08802991388964965
695.1903807615231,8.985507155885962e-08,0.6817868670427204,0.3114922033110889,0.00736226699815562
715.0300601202405,8.490662223168633e-08,0.6232266163590073,0.353574709525612,0.02367021051547134
734.869739478958,8.077108677034532e-08,0.5720375289554803,0.33519189993045545,0.09348615939085632
754.7094188376755,7.710665034867187e-08,0.5679512217242751,0.2980269154034399,0.1345663869736719
774.5490981963928,7.298726513421888e-08,0.621582396445612,0.29203600350051767,0.08685646995064591
794.3887775551103,6.97403607835412e-08,0.6497313924390186,0.3321827137846983,0.018633790089449168
814.2284569138277,6.639859545844851e-08,0.6136186229191434,0.38329042322537793,0.003719163801143176
834.0681362725452,6.299194929772861e-08,0.5303542020251294,0.40558490881745873,0.06428185469406286
853.9078156312626,6.111486903299487e-08,0.4728916693429132,0.37554605813619363,0.15279779300839522
873.74749498998,5.8701628570350415e-08,0.4627051497503438,0.32334120955737816,0.2145716778751663
893.5871743486974,5.62150972799488e-08,0.5033979239547807,0.27968540309020684,0.2175222024095419
913.4268537074149,5.4114342710299966e-08,0.5691586485901493,0.2681857812618897,0.16299176179290198
933.2665330661323,5.111397481770272e-08,0.6190705396179595,0.30071990233497947,0.08049850706262228
953.1062124248498,4.9393494126471816e-08,0.6289565433364647,0.3499594156683871,0.02135253804893468
972.9458917835672,4.77412238362282e-08,0.6012752685626216,0.398628401505833,5.983581657588056e-05
992.7855711422847,4.662736873680088e-08,0.544249000152427,0.43195787542963715,0.024021553431323985
1012.625250501002,4.5080419782576965e-08,0.47992376005393345,0.4391667508087449,0.08163083291163885
1032.4649298597196,4.309450499028923e-08,0.4241670380827261,0.4220290174963549,0.1548685261751818
1052.304609218437,4.197569782091297e-08,0.40435427665361406,0.3833511603806447,0.21255046511433864
1072.1442885771544,3.972342436055154e-08,0.40414059411544784,0.339120919387613,0.2573529589539684
1091.983967935872,3.9334621211834016e-08,0.43349068245297023,0.30219542561124557,0.2655156032380322
1111.8236472945891,3.8214695860023e-08,0.476908375951261,0.2841566214104421,0.23928591781720077
1131.6633266533067,3.627913324920933e-08,0.5221740136479913,0.2774304969536026,0.20111908980075793
1151.5030060120241,3.556926447470889e-08,0.5585358976681672,0.30368426734562476,0.13818377689906072
1171.3426853707415,3.5164187844169195e-08,0.5803074795390695,0.3357174250465189,0.08414505036355735
1191.182364729459,3.268512962425921e-08,0.5864015901195646,0.37181256839162,0.042217250713754394
1211.0220440881765,3.254445014062457e-08,0.5696222911546548,0.41907934947092945,0.011373622682732207
1230.8617234468938,3.198464344267636e-08,0.5439656858045236,0.45605533513094504,0.00019081443192192838
1250.7014028056112,2.9991333728154345e-08,0.5057989926035757,0.4888562637831856,0.005634383354668804
1270.5410821643288,2.9706702118362396e-08,0.4663648155281461,0.5085073748026328,0.02525841275854681
1290.3807615230462,2.9058209974803402e-08,0.432910285214635,0.5157755185236699,0.051722059620871536
1310.2204408817636,2.953503867171502e-08,0.40463881461102263,0.5109978223749885,0.08607758738387733
1330.060120240481,2.739504416720351e-08,0.37546961685565633,0.5042181000893949,0.12054804297151137
1349.8997995991986,2.7207553681879295e-08,0.3620629559055388,0.4860399248196808,0.15236541334048634
1369.739478957916,2.6535672557108397e-08,0.350783107058432,0.4713308053908719,0.1783842251774339
1389.5791583166333,2.5906090298415993e-08,0.34372233592722246,0.46102623292960937,0.19581492842583811
1409.418837675351,2.4703787762421657e-08,0.34327201651410577,0.44035907646635447,0.21703203491696385
1429.2585170340683,2.408885486813041e-08,0.34950110822046393,0.430436528209654,0.2207442869461603
1449.0981963927857,2.3354199381024794e-08,0.35851292628559894,0.4260028575261171,0.21587425735193227
1468.937875751503,2.2761343931125397e-08,0.3672691620563748,0.4238504344570163,0.20970102098122095
1488.7775551102206,2.1913432171659212e-08,0.3738688983923342,0.41959563193053534,0.20701572241268953
1508.617234468938,2.182078332327899e-08,0.38770824161515416,0.42106924812382635,0.19221821447414617
1528.4569138276554,2.128208108557739e-08,0.39441263097121565,0.43493775215258484,0.17164696494771958
1548.2965931863728,2.045934921991025e-08,0.39136270258807654,0.46285779317752035,0.14687850381166886
1568.1362725450904,2.0065059279838077e-08,0.38086583418051284,0.5192720172602753,0.10072822792722334
1587.9759519038078,1.9574840329125855e-08,0.37484364021805416,0.5441729503158969,0.08184816107259976
1607.8156312625251,1.9049405294541583e-08,0.3660704162779751,0.5701322520234005,0.06468422077869895
1627.6553106212425,1.842918189794704e-08,0.3562979545965909,0.5930489552619242,0.05155074264321362
1647.49498997996,1.8137804858909137e-08,0.37178238175469486,0.569478439248108,0.05931057480765863
1667.3346693386775,1.7978886951236898e-08,0.34971447279162254,0.6112864820345515,0.04034718628472086
1687.1743486973949,1.796761157903806e-08,0.3436939465365248,0.6253436841173576,0.032200519874927024
1707.0140280561125,1.7635507270067388e-08,0.32736492024086367,0.6509492379947467,0.022970231438734532
1726.8537074148298,1.721718878530993e-08,0.28768876642415664,0.7049707748800043,0.00834808862258899
1746.6933867735472,1.684753708639045e-08,0.29098079054108317,0.7005408904951699,0.00951722282813272
1766.5330661322646,1.6583947650620553e-08,0.27280347917171033,0.7225889625555562,0.0056565524642080145
1786.3727454909822,1.6500054626230737e-08,0.24685587818529262,0.7523841814554624,0.0020550353174725007
1806.2124248496996,1.608860582199425e-08,0.2286833754013113,0.7716947016890632,0.0008919214608477586
1826.052104208417,1.5655693870524115e-08,0.2108715970970412,0.789782211559853,0.0006287327666865189
1845.8917835671343,1.5420325863204606e-08,0.19584080643899507,0.8047607494446649,0.00034983807963854066
1865.731462925852,1.4824117374650928e-08,0.1819252776983074,0.8186668639737298,0.0005479169660766882
1885.5711422845693,1.4783330797534279e-08,0.1531948415008485,0.8454395813985027,0.0025987692620448683
1905.4108216432867,1.4608633491797435e-08,0.1375541735868268,0.8604858489116711,0.0032382254765240736
1925.250501002004,1.44543199648548e-08,0.13139294570409704,0.865573506020495,0.00442610906169143
1945.0901803607217,1.3361959532033267e-08,0.10338205071249691,0.8915229033497304,0.0067688517675843765
1964.929859719439,1.3542369686554502e-08,0.12772175001466465,0.8727690825184772,0.0003692235656017397
1984.7695390781564,1.3370396437503609e-08,0.11256269226741546,0.887387349880712,0.0007009400727029094
2004.609218436874,1.3340462134618171e-08,0.07366532713309919,0.9204459823313028,0.007047497451871746
2024.4488977955914,1.3148047313353297e-08,0.06832617147737649,0.924449597222955,0.008355312285927514
2044.2885771543088,1.2664426552419041e-08,0.06624150931550413,0.9296525818629636,0.004567421834269357
2064.128256513026,1.2340732747524364e-08,0.059208294621874206,0.9374055276561251,0.003858117050326411
2083.967935871744,1.1860620717656641e-08,0.053940326554785895,0.9443098199050466,0.0022785168475535213
2103.807615230461,1.1603708287442871e-08,0.03797732409483641,0.9585412551367322,0.0041242676134112845
2123.6472945891783,1.2077870152419644e-08,0.03933427267560315,0.9601827318467995,0.0013888075243114171
2143.486973947896,1.1536268016546278e-08,0.029636461868415672,0.9692667970793236,0.0022178293880326543
2163.3266533066135,1.1159591076933767e-08,0.02791063846007343,0.9725264211625779,0.0007320030948164174
2183.1663326653306,1.0977028559302984e-08,0.017921402883818268,0.9812885553918622,0.001974092926142383
2203.0060120240482,1.0826777058637214e-08,0.012274129168376073,0.9872091652110727,0.0016805520467418709
2222.845691382766,1.0433070859036296e-08,0.00657219735842873,0.9926496255844632,0.0021199779193583255
2242.685370741483,1.0011818388729352e-08,0.00701772566789252,0.9940455551475527,0.00016767418331767984
2262.5250501002006,9.919775393290449e-09,0.003463078743559601,0.9984008062282684,6.037183157161682e-05
2282.364729458918,1.0356402135041589e-08,0.0004370046558655288,0.9993867534412945,0.001043910367379332
2302.2044088176353,1.0176700698343638e-08,0.0007725414566827603,0.9990739129374511,0.0010393387252558436
2322.044088176353,1.0035387681227844e-08,0.001259754040618221,0.9988838915504659,0.0007541615386987047
2341.8837675350705,9.878965478084865e-09,0.0031567105062843,0.9968969389351848,0.0008467901328799101
2361.7234468937877,9.595038063890276e-09,0.00391022857165686,0.9969402675546125,5.486988837911693e-05
2381.5631262525053,9.36523799207964e-09,0.008827465626055582,0.9911874982511336,0.0011453143176783265
2401.4028056112224,9.206324569179135e-09,0.013465159362250168,0.9862963645491425,0.0014159461430047606
2421.24248496994,9.25387441528108e-09,0.023534908582899382,0.976816388184553,0.0005099696686804075
2441.0821643286577,9.101837274344082e-09,0.030808794908298326,0.9694683451995543,0.000588253830195007
2460.921843687375,9.005215324806848e-09,0.03399234519731981,0.9665446134526368,0.0003256739417066951
2480.7615230460924,8.864798897151351e-09,0.04247364807438736,0.9579823263878808,0.0004105765129200723
2500.60120240481,8.771988129844328e-09,0.05178639427528352,0.9485296062569373,0.0005690775031499249
2520.440881763527,8.491236661525205e-09,0.06281278666611001,0.9370605949185997,0.000980576295871569
2540.2805611222448,8.404803962869753e-09,0.0719421466607082,0.9280801332880825,0.0007751083574690626
2560.120240480962,8.1783757203771e-09,0.10176047960540612,0.8949036722073391,0.004600831558249233
2579.9599198396795,8.056503884384764e-09,0.11467327155442036,0.8820143445408659,0.00459352693186952
2599.799599198397,8.175588307074218e-09,0.10667276998642335,0.8936504626893651,0.00044742739512366206
2619.6392785571143,8.054263299738532e-09,0.11976341553228476,0.8803984780511174,0.000608999502738865
2639.478957915832,7.792400453572612e-09,0.13463345975679103,0.8650573569447572,0.0010673934112625876
2659.3186372745495,7.670491130940407e-09,0.14866666631077882,0.8507378395022432,0.001352010123681323
2679.1583166332666,7.551505854039693e-09,0.16305099848755347,0.8360223319778204,0.0016817148566048343
2698.997995991984,7.182415878761255e-09,0.20154357696836916,0.7926870715170763,0.006837032182581748
2718.837675350702,7.075659325113865e-09,0.2168348345873398,0.7769509823579946,0.00728646069664042
2738.677354709419,7.413371930019895e-09,0.21509933761446862,0.7815432598645103,0.004303630371389984
2758.5170340681366,7.41856725787207e-09,0.2305866271138268,0.7662377248705169,0.004134368125626227
2778.3567134268537,7.2846191510397476e-09,0.2365837717707931,0.7611089993349692,0.0038100871685602454
2798.1963927855713,7.19944233399575e-09,0.2523972501837621,0.7451883175393484,0.003912068176738737
2818.036072144289,7.114487321979755e-09,0.2682499243297906,0.7291454931572092,0.004096167521659846
2837.875751503006,7.029973123310985e-09,0.28410071548312493,0.7130146547355527,0.004369377249026346
2857.7154308617237,6.9465223148047645e-09,0.2999078862904782,0.6968415341383384,0.004727945576039546
2877.5551102204413,6.80308916625977e-09,0.3153528727575885,0.6810586894830944,0.0050667697941257795
2897.3947895791584,6.723772902391756e-09,0.3310105130463735,0.6648993779285692,0.005559712353129628
2917.234468937876,6.64542114814976e-09,0.34652009713611953,0.6487979561501919,0.006142260858944069
2937.074148296593,6.568016339667343e-09,0.36185132238752643,0.6327840995146747,0.006815042120841628
2956.913827655311,6.623216983738888e-09,0.38249431727073446,0.6103084736276213,0.008578126386612773
2976.7535070140284,6.5413711888790584e-09,0.3970472525745791,0.5949328152972054,0.009402284531481711
2996.5931863727455,6.110021179771889e-09,0.4146873553573365,0.5770169628473442,0.010000962210616462
3016.432865731463,6.225437475993451e-09,0.41495451905256636,0.5789278242312184,0.0076142222190829474
3036.2725450901808,6.1976385277109096e-09,0.42838474371605384,0.5649929497996192,0.008097032145897182
3056.112224448898,5.9733558917945454e-09,0.4295516673950326,0.5663844800677865,0.005073876634036839
3075.9519038076155,5.912220741154773e-09,0.44373125419744275,0.5512860537820518,0.0059758097990357225
3095.791583166333,5.851984964522818e-09,0.45759704473562457,0.5364173082830735,0.006962142597219624
3115.6312625250503,5.7926032509720285e-09,0.47113489877398634,0.5217919721840165,0.008033301555707546
3135.470941883768,5.729255093683505e-09,0.48433311084007014,0.507422754682772,0.009186996236655982
3155.310621242485,5.664317623759826e-09,0.49716749043964076,0.4932886242130454,0.010470365835497248
3175.1503006012026,5.463341067059999e-09,0.5319534470437297,0.44457202641510135,0.024949533688430694
3194.98997995992,5.398599709941063e-09,0.5429652921726904,0.4316040392765182,0.026892440177180493
3214.8296593186374,5.334771329005276e-09,0.5535884136413836,0.418944861827576,0.028915257409344797
3234.669338677355,5.271842977293414e-09,0.563821810823583,0.40659823073780693,0.031015274782770965
3254.5090180360726,5.209803220140126e-09,0.5736657168781245,0.3945668255597239,0.03318960312632421
3274.3486973947897,5.14864179635297e-09,0.5831215113448661,0.3828523407575164,0.03543519007110002
3294.1883767535073,5.088349322553151e-09,0.5921916338598989,0.37145555594739454,0.03774883611941493
3314.028056112225,5.02891703989886e-09,0.6008794994200063,0.3603764041652782,0.0401272111591816
3333.867735470942,4.97033660081561e-09,0.609189415590433,0.34961403798903185,0.04256687119687372
3353.7074148296597,5.060111111500988e-09,0.6108011931075341,0.34519174811964554,0.04511713059100917
3373.547094188377,5.005486031388406e-09,0.6185182497520102,0.335040951657654,0.04754098944971516
3393.3867735470944,4.947193780139821e-09,0.6258393015108886,0.32517853133735986,0.05007102335941044
3413.226452905812,4.898084934310223e-09,0.633696187991855,0.32194634335579186,0.045440926727110774
3433.066132264529,4.845157892318433e-09,0.6407046968712534,0.3124365778759701,0.047929397813675716
3452.905811623247,4.961342134502533e-09,0.6450223133882305,0.3092131913790664,0.0467476660627967
3472.7454909819644,4.910206119320175e-09,0.6515977769883816,0.3001396446537542,0.049232735326453114
3492.5851703406815,4.859771371455715e-09,0.6578448103923277,0.2913534315763147,0.051759182998573905
3512.424849699399,4.810030129115163e-09,0.6637714600189031,0.2828500395631682,0.05432348167622241
3532.2645290581163,4.760965724896012e-09,0.6693860120933746,0.2746246402597137,0.05692217065439503
3552.104208416834,4.712572903216973e-09,0.6746970770605792,0.2666721548887019,0.05955172430400741
3571.9438877755515,4.6650536457426516e-09,0.6797145861414805,0.2589873550527524,0.06220781445440919
3591.7835671342687,4.548892479898835e-09,0.6862473237930065,0.24687220785032837,0.06780312335153423
3611.6232464929863,4.500845197543699e-09,0.6905082517856352,0.23982159218100285,0.07058218938543204
3631.462925851704,4.4534992305048805e-09,0.6945039193396363,0.2330216437191968,0.07337611628743619
3651.302605210421,4.406841880534678e-09,0.6982437641776104,0.2264662817148595,0.07618154495836967
3671.1422845691386,4.360860767904467e-09,0.7017372258977065,0.22014935265781962,0.07899518674005163
3690.981963927856,4.315543812255181e-09,0.70499371779524,0.21406465281107678,0.08181382910577717
3710.8216432865734,3.980880283052663e-09,0.709999274556782,0.20552119664122404,0.08567070743000026
3730.661322645291,3.939169184574431e-09,0.712719876760783,0.19992322652786657,0.08853812706247699
3750.501002004008,3.898049705241911e-09,0.7152310255778761,0.19453931241237352,0.09140115748606947
3770.3406813627257,3.85751139931637e-09,0.7175419181354651,0.1893631798089548,0.09425687305182219
3790.1803607214433,3.817544374489345e-09,0.7196616198433783,0.1843885930609927,0.0971024408632355
3810.0200400801605,3.778138768706031e-09,0.7215990409027542,0.17960936750452156,0.09993513197975955
3829.859719438878,3.7392849256684495e-09,0.7233629258809946,0.17501938121625601,0.10275232017307596
3849.6993987975957,3.7009733880689157e-09,0.7249618420416345,0.1706125852802928,0.1055514833546938
3869.539078156313,3.6631948915726723e-09,0.7264041692368028,0.16638301291396201,0.10833020457999973
3889.3787575150304,3.6259403573859624e-09,0.7276980911059253,0.16232478743495332,0.11108617290462117
3909.218436873748,3.5896754054692414e-09,0.7288610564851448,0.1584316389399441,0.11380847916020635
3929.058116232465,3.5539381465370593e-09,0.7298921058849115,0.15469812231862676,0.11650327953181466
3948.897795591183,4.19884081925028e-09,0.7380505491324169,0.15647194809680204,0.10625724011881334
3968.7374749499,4.164146069980064e-09,0.7391422660401532,0.15275254837023705,0.10887807985941313
3988.5771543086175,4.129871264896786e-09,0.7401081216335619,0.1491829163589234,0.11147510965272418
4008.416833667335,4.09601019548589e-09,0.7409551729403387,0.14575789278772114,0.11404643242548074
4028.2565130260523,4.07451365217082e-09,0.7418950043744529,0.14244895444103062,0.11642046749268352
4048.09619238477,4.0309314297835e-09,0.7423313040677161,0.13932032614958367,0.11910133639291041
4067.9358717434875,4.009512435129783e-09,0.7430595022495045,0.13627341411070984,0.12142418298445248
4087.7755511022046,3.976389682315881e-09,0.7434857613722398,0.13337730991718783,0.12388702588372176
4107.615230460922,3.943694501178227e-09,0.7438256564048323,0.13060189438675754,0.12631565830695388
4127.454909819639,3.91141987863603e-09,0.7440850251085074,0.12794267032444595,0.12870874160167933
4147.294589178357,3.879558845934298e-09,0.7442694950664372,0.12539525926289666,0.13106502805555192
4167.134268537075,3.848104513185736e-09,0.7443844859732469,0.12295540161531246,0.1333833585252891
4186.973947895792,3.817050076661086e-09,0.7444352119539303,0.12061895654108708,0.13566266028037574
4206.813627254509,3.80781188702491e-09,0.7448794880674019,0.11831017303775562,0.13751053121169193
4226.653306613227,3.776757386434994e-09,0.7448027270227112,0.11616713888700628,0.13972434866892847
4246.492985971944,3.7417833439013985e-09,0.7446682093826669,0.11411797786441448,0.14186781577425808
4266.332665330661,3.7118175300936506e-09,0.7444956950116893,0.11215538287666119,0.14399924234246653
4286.172344689379,3.6822257687402176e-09,0.7442822426535914,0.11027749829191871,0.1460869457395814
4306.0120240480965,2.9645154556590943e-09,0.7418713226044023,0.10765740721379809,0.15129191793215738
4325.851703406814,2.9376661567987623e-09,0.7415851010557537,0.10599118133078773,0.15324079182609543
4345.691382765532,2.9111326148655242e-09,0.7412724732070692,0.10439735794914748,0.15514374283372445
4365.531062124249,2.8849112856525987e-09,0.7409368166056307,0.1028728550499206,0.1570004720527295
4385.370741482966,2.8609953694739547e-09,0.7405797349259459,0.10141509774903772,0.1588453273476674
4405.210420841684,2.8353346586127967e-09,0.7402077114914883,0.10002039834410736,0.16060836605662848
4425.050100200401,2.9757885972202055e-09,0.7614500599541013,0.101952155562104,0.1370292381480179
4444.889779559118,2.954329329448015e-09,0.7612040841692892,0.1003350424204371,0.13889135780758483
4464.729458917836,2.9330552443372654e-09,0.7609305397963773,0.09878417224983761,0.14071484088458355
4484.5691382765535,2.911965142960704e-09,0.7606324795554981,0.09729687501662157,0.14249930025813853
4504.408817635271,2.8910578085042193e-09,0.7603128142875812,0.09587056948641214,0.14424440212669196
4524.248496993989,2.8703320080062714e-09,0.759974316896035,0.09450276130011899,0.1459498639858063
4544.088176352706,2.8497864939731998e-09,0.7596196263043415,0.0931910410164527,0.147615452622893
4563.927855711423,2.835027741619311e-09,0.759251253681915,0.09193308147334191,0.14931465385202242
4583.767535070141,2.8145280194619708e-09,0.7588715771271832,0.09072663846096725,0.15089713947113578
4603.607214428858,2.794219098931353e-09,0.758482859852381,0.08956954461784511,0.15243937216207576
4623.446893787575,3.0702448222898844e-09,0.7471976264265767,0.08752554804860689,0.16570647208399164
4643.2865731462925,3.05085749792095e-09,0.7465323626612987,0.08662210038287485,0.1672800826820776
4663.126252505011,3.0286024436108834e-09,0.7460919707371795,0.08573344392787026,0.16860748281292753
4682.965931863728,3.006566713726984e-09,0.745657723230098,0.08488216687352504,0.16989141399940647
4702.805611222445,2.99639912774596e-09,0.7455176939440477,0.08398150325303591,0.17094682682696122
4722.645290581163,2.9743697447503262e-09,0.7450887527252231,0.08320145886535338,0.17215418250629078
4742.48496993988,2.8642194002917037e-09,0.7444353050031187,0.08249752406247485,0.17351196607164682
4762.324649298597,2.8436767950964358e-09,0.7440697917289356,0.08177401710672398,0.17459935911680605
4782.164328657315,2.82316812692609e-09,0.7436704139983756,0.08108702394339887,0.17568425422251246
4802.0040080160325,2.802853653335652e-09,0.7432853351767754,0.08042820849470113,0.17672669539742267
4821.84368737475,2.78273150643171e-09,0.7429155335635317,0.07979619188332894,0.17772708213994143
4841.683366733468,2.762819892190541e-09,0.7425622226206549,0.0791895419379651,0.17868572369629118
4861.523046092185,2.743075251558429e-09,0.7422255707837013,0.07860721930806495,0.17960330104245123
4881.362725450902,2.7235174880991306e-09,0.7419066726308617,0.07804789182905392,0.1804801484016564
4901.20240480962,2.704144761471595e-09,0.7416062109796763,0.07751039666005503,0.1813167448581376
4921.042084168337,2.6849552404078018e-09,0.7413248031544128,0.07699362043066978,0.18211358555327828
4940.881763527054,2.6235424157263398e-09,0.7541868408284985,0.07424426689497908,0.17196198339365593
4960.721442885772,2.607941760955337e-09,0.7538130570630692,0.0736899875477635,0.17288930501506697
4980.5611222444895,2.592319912831419e-09,0.7534526009444474,0.07315819806110453,0.17377992193249356
5000.400801603207,2.576901701962502e-09,0.7531065564215393,0.07264768283908243,0.1746366314401434
5020.240480961924,2.561476986302499e-09,0.752778121241546,0.07215665226234456,0.17545471427073034
